Chromosome1: Chr1 (1-230218)
Chromosome, Start, End,   D, Name, 
Chromosome2: Chr2 (1-813184)
Chromosome, Start, End,  D, Name, gbkey, gene, gene_biotype, locus_tag
Chr5,512744,517459,gene-YER166W,DNF1,Gene,DNF1,protein_coding,YER166W
Chr5,525974,526651,gene-YER170W,ADK2,Gene,ADK2,protein_coding,YER170W
Chr5,527082,529418,gene-YER171W,RAD3,Gene,RAD3,protein_coding,YER171W
Chr5,536300,538279,gene-YER173W,RAD24,Gene,RAD24,protein_coding,YER173W
Chr5,546817,548079,gene-YER178W,PDA1,Gene,PDA1,protein_coding,YER178W
Chr5,548421,549517,gene-YER179W,DMC1,Gene,DMC1,protein_coding,YER179W
Chromosome6: Chr6 (1-270161)
Chromosome, Start, End,  D, Name, gbkey, gene, gene_biotype, locus_tag
Chr6,9545,10222,gene-YFL061W,DDI3,Gene,DDI3,protein_coding,YFL061W
Chr6,23423,25198,gene-YFL053W,DAK2,Gene,DAK2,protein_coding,YFL053W
Chr6,40421,42565,gene-YFL047W,RGD2,Gene,RGD2,protein_coding,YFL047W
Chr6,90986,93376,gene-YFL023W,BUD27,Gene,BUD27,protein_coding,YFL023W
Chr6,101628,103127,gene-YFL018C,LPD1,Gene,LPD1,protein_coding,YFL018C
Chr6,104701,106236,gene-YFL016C,MDJ1,Gene,MDJ1,protein_coding,YFL016C
Chr6,116145,118484,gene-YFL009W,CDC4,Gene,CDC4,protein_coding,YFL009W
Chr6,147131,148459,gene-YFL001W,DEG1,Gene,DEG1,protein_coding,YFL001W
Chr6,154527,155873,gene-YFR005C,SAD1,Gene,SAD1,protein_coding,YFR005C
Chr6,167888,168496,gene-YFR012W,DCV1,Gene,DCV1,protein_coding,YFR012W
Chr6,182274,182861,gene-YFR017C,IGD1,Gene,IGD1,protein_coding,YFR017C
Chr6,208413,210068,gene-YFR028C,CDC14,Gene,CDC14,protein_coding,YFR028C
Chr6,226963,227337,gene-YFR036W,CDC26,Gene,CDC26,protein_coding,YFR036W
Chr6,239992,241437,gene-YFR044C,DUG1,Gene,DUG1,protein_coding,YFR044C
Chr6,246146,248134,gene-YFR048W,RMD8,Gene,RMD8,protein_coding,YFR048W
Chromosome7: Chr7 (1-1090940)
Chromosome, Start, End,  D, Name, gbkey, gene, gene_biotype, locus_tag
Chr7,15159,16307,gene-YGL256W,ADH4,Gene,ADH4,protein_coding,YGL256W
Chr7,35653,36762,gene-YGL248W,PDE1,Gene,PDE1,protein_coding,YGL248W
Chr7,43307,44509,gene-YGL243W,TAD1,Gene,TAD1,protein_coding,YGL243W
Chr7,48613,49365,gene-YGL240W,DOC1,Gene,DOC1,protein_coding,YGL240W
Chr7,56482,58890,gene-YGL234W,ADE57,Gene,ADE57,protein_coding,YGL234W
Chr7,69671,72547,gene-YGL227W,VID30,Gene,VID30,protein_coding,YGL227W
Chr7,78015,78857,gene-YGL224C,SDT1,Gene,SDT1,protein_coding,YGL224C
Chr7,80659,81186,gene-YGL222C,EDC1,Gene,EDC1,protein_coding,YGL222C
Chr7,82878,84257,gene-YGL219C,MDM34,Gene,MDM34,protein_coding,YGL219C
Chr7,124698,129161,gene-YGL197W,MDS3,Gene,MDS3,protein_coding,YGL197W
Chr7,129883,131169,gene-YGL196W,DSD1,Gene,DSD1,protein_coding,YGL196W
Chr7,145809,147389,gene-YGL190C,CDC55,Gene,CDC55,protein_coding,YGL190C
Chr7,156543,157285,gene-YGL183C,MND1,Gene,MND1,protein_coding,YGL183C
Chr7,174545,175345,gene-YGL174W,BUD13,Gene,BUD13,protein_coding,YGL174W
Chr7,193707,196403,gene-YGL163C,RAD54,Gene,RAD54,protein_coding,YGL163C
Chr7,214081,215211,gene-YGL155W,CDC43,Gene,CDC43,protein_coding,YGL155W
Chr7,289809,291641,gene-YGL116W,CDC20,Gene,CDC20,protein_coding,YGL116W
Chr7,295932,297938,gene-YGL113W,SLD3,Gene,SLD3,protein_coding,YGL113W
Chr7,304333,306273,gene-YGL107C,RMD9,Gene,RMD9,protein_coding,YGL107C
Chr7,347119,349368,gene-YGL086W,MAD1,Gene,MAD1,protein_coding,YGL086W
Chr7,359444,360100,gene-YGL079W,KXD1,Gene,KXD1,protein_coding,YGL079W
Chr7,360288,361859,gene-YGL078C,DBP3,Gene,DBP3,protein_coding,YGL078C
Chr7,388968,389711,gene-YGL061C,DUO1,Gene,DUO1,protein_coding,YGL061C
Chr7,393986,394504,gene-YGL058W,RAD6,Gene,RAD6,protein_coding,YGL058W
Chr7,396035,397618,gene-YGL056C,SDS23,Gene,SDS23,protein_coding,YGL056C
Chr7,417483,418412,gene-YGL043W,DST1,Gene,DST1,protein_coding,YGL043W
Chr7,418825,419289,gene-YGL041W-A,DPC13,Gene,DPC13,protein_coding,YGL041W-A
Chr7,448764,449957,gene-YGL025C,PGD1,Gene,PGD1,protein_coding,YGL025C
Chr7,469092,472298,gene-YGL013C,PDR1,Gene,PDR1,protein_coding,YGL013C
Chr7,492474,494174,gene-YGL003C,CDH1,Gene,CDH1,protein_coding,YGL003C
Chr7,527632,528504,gene-YGR021W,DPC29,Gene,DPC29,protein_coding,YGR021W
Chr7,577487,579130,gene-YGR041W,BUD9,Gene,BUD9,protein_coding,YGR041W
Chr7,589826,590911,gene-YGR048W,UFD1,Gene,UFD1,protein_coding,YGR048W
Chr7,611889,615965,gene-YGR061C,ADE6,Gene,ADE6,protein_coding,YGR061C
Chr7,620921,621799,gene-YGR066C,GID10,Gene,GID10,protein_coding,YGR066C
Chr7,635712,636152,gene-YGR074W,SMD1,Gene,SMD1,protein_coding,YGR074W
Chr7,644860,646815,gene-YGR083C,GCD2,Gene,GCD2,protein_coding,YGR083C
Chr7,651290,652981,gene-YGR087C,PDC6,Gene,PDC6,protein_coding,YGR087C
Chr7,668189,669907,gene-YGR092W,DBF2,Gene,DBF2,protein_coding,YGR092W
Chr7,670388,671911,gene-YGR093W,DRN1,Gene,DRN1,protein_coding,YGR093W
Chr7,690245,693097,gene-YGR100W,MDR1,Gene,MDR1,protein_coding,YGR100W
Chr7,713709,715046,gene-YGR110W,CLD1,Gene,CLD1,protein_coding,YGR110W
Chr7,718893,719924,gene-YGR113W,DAM1,Gene,DAM1,protein_coding,YGR113W
Chr7,817747,823015,gene-YGR161C-D,YGR161C-D,Gene, ,protein_coding,YGR161C-D
Chr7,837142,840558,gene-YGR170W,PSD2,Gene,PSD2,protein_coding,YGR170W
Chr7,882812,883810,gene-YGR192C,TDH3,Gene,TDH3,protein_coding,YGR192C
Chr7,884509,885741,gene-YGR193C,PDX1,Gene,PDX1,protein_coding,YGR193C
Chr7,905934,908774,gene-YGR204W,ADE3,Gene,ADE3,protein_coding,YGR204W
Chr7,909213,910085,gene-YGR205W,TDA10,Gene,TDA10,protein_coding,YGR205W
Chr7,947420,948997,gene-YGR227W,DIE2,Gene,DIE2,protein_coding,YGR227W
Chr7,979765,982068,gene-YGR245C,SDA1,Gene,SDA1,protein_coding,YGR245C
Chr7,984966,985685,gene-YGR247W,CPD1,Gene,CPD1,protein_coding,YGR247W
Chr7,1004624,1006102,gene-YGR256W,GND2,Gene,GND2,protein_coding,YGR256W
Chr7,1007671,1010766,gene-YGR258C,RAD2,Gene,RAD2,protein_coding,YGR258C
Chr7,1016974,1017759,gene-YGR262C,BUD32,Gene,BUD32,protein_coding,YGR262C
Chromosome, Start, End,  D, Name, gbkey, gene, gene_biotype, locus_tag
Chr8,72037,74244,gene-YHL016C,DUR3,Gene,DUR3,protein_coding,YHL016C
Chr8,110028,111317,gene-YHR003C,TCD1,Gene,TCD1,protein_coding,YHR003C
Chr8,122889,123590,gene-YHR008C,SOD2,Gene,SOD2,protein_coding,YHR008C
Chr8,124109,125680,gene-YHR009C,TDA3,Gene,TDA3,protein_coding,YHR009C
Chr8,127780,129120,gene-YHR011W,DIA4,Gene,DIA4,protein_coding,YHR011W
Chr8,130730,131446,gene-YHR013C,ARD1,Gene,ARD1,protein_coding,YHR013C
Chr8,141894,143558,gene-YHR019C,DED81,Gene,DED81,protein_coding,YHR019C
Chr8,164978,167434,gene-YHR028C,DAP2,Gene,DAP2,protein_coding,YHR028C
Chr8,187924,189024,gene-YHR040W,BCD1,Gene,BCD1,protein_coding,YHR040W
Chr8,192805,193545,gene-YHR043C,DOG2,Gene,DOG2,protein_coding,YHR043C
Chr8,194068,194808,gene-YHR044C,DOG1,Gene,DOG1,protein_coding,YHR044C
Chr8,218997,219884,gene-YHR058C,MED6,Gene,MED6,protein_coding,YHR058C
Chr8,230970,231812,gene-YHR067W,HTD2,Gene,HTD2,protein_coding,YHR067W
Chr8,232133,233296,gene-YHR068W,DYS1,Gene,DYS1,protein_coding,YHR068W
Chr8,252374,255756,gene-YHR077C,NMD2,Gene,NMD2,protein_coding,YHR077C
Chr8,326813,328036,gene-YHR107C,CDC12,Gene,CDC12,protein_coding,YHR107C
Chr8,340109,341359,gene-YHR115C,DMA1,Gene,DMA1,protein_coding,YHR115C
Chr8,356561,358444,gene-YHR124W,NDT80,Gene,NDT80,protein_coding,YHR124W
Chr8,385510,386487,gene-YHR143W,DSE2,Gene,DSE2,protein_coding,YHR143W
Chr8,387788,388726,gene-YHR144C,DCD1,Gene,DCD1,protein_coding,YHR144C
Chr8,417549,419063,gene-YHR159W,TDA11,Gene,TDA11,protein_coding,YHR159W
Chr8,424610,429178,gene-YHR164C,DNA2,Gene,DNA2,protein_coding,YHR164C
Chr8,437170,439050,gene-YHR166C,CDC23,Gene,CDC23,protein_coding,YHR166C
Chr8,442181,443476,gene-YHR169W,DBP8,Gene,DBP8,protein_coding,YHR169W
Chr8,443828,445384,gene-YHR170W,NMD3,Gene,NMD3,protein_coding,YHR170W
Chr8,468219,470576,gene-YHR182W,RGD3,Gene,RGD3,protein_coding,YHR182W
Chr8,470960,472429,gene-YHR183W,GND1,Gene,GND1,protein_coding,YHR183W
Chr8,487712,488236,gene-YHR193C,EGD2,Gene,EGD2,protein_coding,YHR193C
Chr8,488657,490396,gene-YHR194W,MDM31,Gene,MDM31,protein_coding,YHR194W
Chr8,550648,550941,gene-YHR214C-D,YHR214C-D,Gene, ,protein_coding,YHR214C-D
Chr8,554396,555967,gene-YHR216W,IMD2,Gene,IMD2,protein_coding,YHR216W
Chromosome, Start, End,  D, Name, gbkey, gene, gene_biotype, locus_tag
Chr9,55198,56379,gene-YIL153W,RRD1,Gene,RRD1,protein_coding,YIL153W
Chr9,78074,80149,gene-YIL144W,NDC80,Gene,NDC80,protein_coding,YIL144W
Chr9,122689,125733,gene-YIL125W,KGD1,Gene,KGD1,protein_coding,YIL125W
Chr9,132244,133872,gene-YIL121W,QDR2,Gene,QDR2,protein_coding,YIL121W
Chr9,134417,136108,gene-YIL120W,QDR1,Gene,QDR1,protein_coding,YIL120W
Chr9,150559,151188,gene-YIL113W,SDP1,Gene,SDP1,protein_coding,YIL113W
Chr9,171751,173028,gene-YIL103W,DPH1,Gene,DPH1,protein_coding,YIL103W
Chr9,202276,203259,gene-YIL084C,SDS3,Gene,SDS3,protein_coding,YIL084C
Chr9,260158,260919,gene-YIL049W,DFG10,Gene,DFG10,protein_coding,YIL049W
Chr9,278426,279847,gene-YIL039W,TED1,Gene,TED1,protein_coding,YIL039W
Chr9,318200,320965,gene-YIL017C,VID28,Gene,VID28,protein_coding,YIL017C
Chr9,328207,332442,gene-YIL013C,PDR11,Gene,PDR11,protein_coding,YIL013C
Chr9,334882,335529,gene-YIL010W,DOT5,Gene,DOT5,protein_coding,YIL010W
Chr9,349122,350003,gene-YIL003W,CFD1,Gene,CFD1,protein_coding,YIL003W
Chr9,363221,364519,gene-YIR004W,DJP1,Gene,DJP1,protein_coding,YIR004W
Chr9,375431,377161,gene-YIR010W,DSN1,Gene,DSN1,protein_coding,YIR010W
Chr9,381086,381814,gene-YIR014W,VLD1,Gene,VLD1,protein_coding,YIR014W
Chr9,399777,402689,gene-YIR023W,DAL81,Gene,DAL81,protein_coding,YIR023W
Chr9,403659,404765,gene-YIR025W,MND2,Gene,MND2,protein_coding,YIR025W
Chr9,406260,407642,gene-YIR027C,DAL1,Gene,DAL1,protein_coding,YIR027C
Chr9,408468,410375,gene-YIR028W,DAL4,Gene,DAL4,protein_coding,YIR028W
Chr9,410807,411838,gene-YIR029W,DAL2,Gene,DAL2,protein_coding,YIR029W
Chr9,412036,412770,gene-YIR030C,DCG1,Gene,DCG1,protein_coding,YIR030C
Chr9,413015,414679,gene-YIR031C,DAL7,Gene,DAL7,protein_coding,YIR031C
Chr9,415030,415617,gene-YIR032C,DAL3,Gene,DAL3,protein_coding,YIR032C
Chromosome, Start, End,  D, Name, gbkey, gene, gene_biotype, locus_tag
Chr10,69338,70879,gene-YJL194W,CDC6,Gene,CDC6,protein_coding,YJL194W
Chr10,88787,89116,gene-YJL179W,PFD1,Gene,PFD1,protein_coding,YJL179W
Chr10,137379,139370,gene-YJL149W,DAS1,Gene,DAS1,protein_coding,YJL149W
Chr10,143292,144701,gene-YJL146W,IDS2,Gene,IDS2,protein_coding,YJL146W
Chr10,159623,159847,gene-YJL133C-A,DPI8,Gene,DPI8,protein_coding,YJL133C-A
Chr10,185528,186679,gene-YJL125C,GCD14,Gene,GCD14,protein_coding,YJL125C
Chr10,205305,207449,gene-YJL112W,MDV1,Gene,MDV1,protein_coding,YJL112W
Chr10,262757,265051,gene-YJL090C,DPB11,Gene,DPB11,protein_coding,YJL090C
Chr10,315054,315557,gene-YJL065C,DLS1,Gene,DLS1,protein_coding,YJL065C
Chr10,338271,339269,gene-YJL052W,TDH1,Gene,TDH1,protein_coding,YJL052W
Chr10,356024,357928,gene-YJL045W,SDH9,Gene,SDH9,protein_coding,YJL045W
Chr10,380249,381001,gene-YJL035C,TAD2,Gene,TAD2,protein_coding,YJL035C
Chr10,387657,388247,gene-YJL030W,MAD2,Gene,MAD2,protein_coding,YJL030W
Chr10,409493,411040,gene-YJL013C,MAD3,Gene,MAD3,protein_coding,YJL013C
Chr10,453683,454681,gene-YJR009C,TDH2,Gene,TDH2,protein_coding,YJR009C
Chr10,470230,470964,gene-YJR024C,MDE1,Gene,MDE1,protein_coding,YJR024C
Chr10,497355,500612,gene-YJR035W,RAD26,Gene,RAD26,protein_coding,YJR035W
Chr10,532062,533759,gene-YJR052W,RAD7,Gene,RAD7,protein_coding,YJR052W
Chr10,544062,544712,gene-YJR057W,CDC8,Gene,CDC8,protein_coding,YJR057W
Chr10,575354,576601,gene-YJR076C,CDC11,Gene,CDC11,protein_coding,YJR076C
Chr10,598735,603078,gene-YJR092W,BUD4,Gene,BUD4,protein_coding,YJR092W
Chr10,622550,623014,gene-YJR104C,SOD1,Gene,SOD1,protein_coding,YJR104C
Chr10,623581,624603,gene-YJR105W,ADO1,Gene,ADO1,protein_coding,YJR105W
Chr10,640825,641664,gene-YJR116W,TDA4,Gene,TDA4,protein_coding,YJR116W
Chr10,644304,646490,gene-YJR119C,JHD2,Gene,JHD2,protein_coding,YJR119C
Chr10,647126,647476,gene-YJR120W,DMO1,Gene,DMO1,protein_coding,YJR120W
Chr10,669522,672668,gene-YJR132W,NMD5,Gene,NMD5,protein_coding,YJR132W
Chr10,708811,709707,gene-YJR150C,DAN1,Gene,DAN1,protein_coding,YJR150C
Chr10,712255,715740,gene-YJR151C,DAN4,Gene,DAN4,protein_coding,YJR151C
Chr10,719666,721297,gene-YJR152W,DAL5,Gene,DAL5,protein_coding,YJR152W
Chr10,727405,728271,gene-YJR155W,AAD10,Gene,AAD10,protein_coding,YJR155W
Chromosome, Start, End,  D, Name, gbkey, gene, gene_biotype, locus_tag
Chr11,31960,34107,gene-YKL213C,DOA1,Gene,DOA1,protein_coding,YKL213C
Chr11,49006,49809,gene-YKL206C,ADD66,Gene,ADD66,protein_coding,YKL206C
Chr11,78866,79882,gene-YKL193C,SDS22,Gene,SDS22,protein_coding,YKL193C
Chr11,81035,82639,gene-YKL191W,DPH2,Gene,DPH2,protein_coding,YKL191W
Chr11,137932,140691,gene-YKL165C,MCD4,Gene,MCD4,protein_coding,YKL165C
Chr11,149386,150687,gene-YKL161C,KDX1,Gene,KDX1,protein_coding,YKL161C
Chr11,167612,168829,gene-YKL149C,DBR1,Gene,DBR1,protein_coding,YKL149C
Chr11,169207,171129,gene-YKL148C,SDH1,Gene,SDH1,protein_coding,YKL148C
Chr11,179667,180263,gene-YKL141W,SDH3,Gene,SDH3,protein_coding,YKL141W
Chr11,214142,216700,gene-YKL121W,DGR2,Gene,DGR2,protein_coding,YKL121W
Chr11,224727,225875,gene-YKL113C,RAD27,Gene,RAD27,protein_coding,YKL113C
Chr11,234426,235787,gene-YKL108W,SLD2,Gene,SLD2,protein_coding,YKL108W
Chr11,266145,269459,gene-YKL092C,BUD2,Gene,BUD2,protein_coding,YKL092C
Chr11,279123,280127,gene-YKL085W,MDH1,Gene,MDH1,protein_coding,YKL085W
Chr11,288845,291052,gene-YKL078W,DHR2,Gene,DHR2,protein_coding,YKL078W
Chr11,294610,296193,gene-YKL074C,MUD2,Gene,MUD2,protein_coding,YKL074C
Chr11,315954,316175,gene-YKL065W-A,DPC7,Gene,DPC7,protein_coding,YKL065W-A
Chr11,336537,338753,gene-YKL054C,DEF1,Gene,DEF1,protein_coding,YKL054C
Chr11,339182,339442,gene-YKL053C-A,MDM35,Gene,MDM35,protein_coding,YKL053C-A
Chr11,351275,352624,gene-YKL046C,DCW1,Gene,DCW1,protein_coding,YKL046C
Chr11,356748,357848,gene-YKL043W,PHD1,Gene,PHD1,protein_coding,YKL043W
Chr11,387562,388905,gene-YKL027W,TCD2,Gene,TCD2,protein_coding,YKL027W
Chr11,394726,397248,gene-YKL022C,CDC16,Gene,CDC16,protein_coding,YKL022C
Chr11,404102,405091,gene-YKL018W,SWD2,Gene,SWD2,protein_coding,YKL018W
Chr11,421424,425875,gene-YKL010C,UFD4,Gene,UFD4,protein_coding,YKL010C
Chr11,437778,438544,gene-YKL002W,DID4,Gene,DID4,protein_coding,YKL002W
Chr11,485144,487372,gene-YKR024C,DBP7,Gene,DBP7,protein_coding,YKR024C
Chr11,506898,507707,gene-YKR034W,DAL80,Gene,DAL80,protein_coding,YKR034W
Chr11,507939,508553,gene-YKR035W-A,DID2,Gene,DID2,protein_coding,YKR035W-A
Chr11,535647,547925,gene-YKR054C,DYN1,Gene,DYN1,protein_coding,YKR054C
Chr11,574934,575980,gene-YKR071C,DRE2,Gene,DRE2,protein_coding,YKR071C
Chr11,590395,591357,gene-YKR080W,MTD1,Gene,MTD1,protein_coding,YKR080W
Chr11,596421,596822,gene-YKR083C,DAD2,Gene,DAD2,protein_coding,YKR083C
Chromosome, Start, End,  D, Name, gbkey, gene, gene_biotype, locus_tag
Chr12,40666,41205,gene-YLL049W,LDB18,Gene,LDB18,protein_coding,YLL049W
Chr12,53131,53931,gene-YLL041C,SDH2,Gene,SDH2,protein_coding,YLL041C
Chr12,109902,111575,gene-YLL018C,DPS1,Gene,DPS1,protein_coding,YLL018C
Chr12,131729,133987,gene-YLL008W,DRS1,Gene,DRS1,protein_coding,YLL008W
Chr12,147890,150163,gene-YLL001W,DNM1,Gene,DNM1,protein_coding,YLL001W
Chr12,184174,184926,gene-YLR022C,SDO1,Gene,SDO1,protein_coding,YLR022C
Chr12,195450,196472,gene-YLR026C,SED5,Gene,SED5,protein_coding,YLR026C
Chr12,199540,201315,gene-YLR028C,ADE16,Gene,ADE16,protein_coding,YLR028C
Chr12,204991,208500,gene-YLR032W,RAD5,Gene,RAD5,protein_coding,YLR032W
Chr12,232390,234081,gene-YLR044C,PDC1,Gene,PDC1,protein_coding,YLR044C
Chr12,266373,266918,gene-YLR065C,SND2,Gene,SND2,protein_coding,YLR065C
Chr12,281956,282456,gene-YLR074C,BUD20,Gene,BUD20,protein_coding,YLR074C
Chr12,320701,322080,gene-YLR090W,XDJ1,Gene,XDJ1,protein_coding,YLR090W
Chr12,343989,345941,gene-YLR103C,CDC45,Gene,CDC45,protein_coding,YLR103C
Chr12,398530,399433,gene-YLR128W,DCN1,Gene,DCN1,protein_coding,YLR128W
Chr12,399657,402488,gene-YLR129W,DIP2,Gene,DIP2,protein_coding,YLR129W
Chr12,410723,412414,gene-YLR134W,PDC5,Gene,PDC5,protein_coding,YLR134W
Chr12,427329,429386,gene-YLR143W,DPH6,Gene,DPH6,protein_coding,YLR143W
Chr12,434158,434463,gene-YLR147C,SMD3,Gene,SMD3,protein_coding,YLR147C
Chr12,437631,439823,gene-YLR149C,GID11,Gene,GID11,protein_coding,YLR149C
Chr12,441715,442737,gene-YLR151C,PCD1,Gene,PCD1,protein_coding,YLR151C
Chr12,451575,458432,gene-YNCL0010C,RDN37-1,Gene,RDN37-1,misc_RNA,YNCL0010C
Chr12,451786,455181,gene-YNCL0012C,RDN25-1,Gene,RDN25-1,rRNA,YNCL0012C
Chr12,455414,455571,gene-YNCL0014C,RDN58-1,Gene,RDN58-1,rRNA,YNCL0014C
Chr12,455933,457732,gene-YNCL0016C,RDN18-1,Gene,RDN18-1,rRNA,YNCL0016C
Chr12,459676,459796,gene-YNCL0018W,RDN5-1,Gene,RDN5-1,rRNA,YNCL0018W
Chr12,460712,467569,gene-YNCL0020C,RDN37-2,Gene,RDN37-2,misc_RNA,YNCL0020C
Chr12,460923,464318,gene-YNCL0021C,RDN25-2,Gene,RDN25-2,rRNA,YNCL0021C
Chr12,464551,464708,gene-YNCL0023C,RDN58-2,Gene,RDN58-2,rRNA,YNCL0023C
Chr12,465070,466869,gene-YNCL0025C,RDN18-2,Gene,RDN18-2,rRNA,YNCL0025C
Chr12,468813,468931,gene-YNCL0027W,RDN5-2,Gene,RDN5-2,rRNA,YNCL0027W
Chr12,472465,472583,gene-YNCL0028W,RDN5-3,Gene,RDN5-3,rRNA,YNCL0028W
Chr12,475764,475976,gene-YLR157W-D,YLR157W-D,Gene, ,protein_coding,YLR157W-D
Chr12,482045,482163,gene-YNCL0029W,RDN5-4,Gene,RDN5-4,rRNA,YNCL0029W
Chr12,485697,485815,gene-YNCL0030W,RDN5-5,Gene,RDN5-5,rRNA,YNCL0030W
Chr12,489349,489469,gene-YNCL0031W,RDN5-6,Gene,RDN5-6,rRNA,YNCL0031W
Chr12,501260,502162,gene-YLR172C,DPH5,Gene,DPH5,protein_coding,YLR172C
Chr12,504591,505829,gene-YLR174W,IDP2,Gene,IDP2,protein_coding,YLR174W
Chr12,528300,530387,gene-YLR188W,MDL1,Gene,MDL1,protein_coding,YLR188W
Chr12,556788,559289,gene-YLR207W,HRD3,Gene,HRD3,protein_coding,YLR207W
Chr12,570776,571858,gene-YLR215C,CDC123,Gene,CDC123,protein_coding,YLR215C
Chr12,590562,592043,gene-YLR227C,ADY4,Gene,ADY4,protein_coding,YLR227C
Chr12,604212,604787,gene-YLR229C,CDC42,Gene,CDC42,protein_coding,YLR229C
Chr12,626502,626930,gene-YLR245C,CDD1,Gene,CDD1,protein_coding,YLR245C
Chr12,642627,644336,gene-YLR253W,CQD2,Gene,CQD2,protein_coding,YLR253W
Chr12,644404,644973,gene-YLR254C,NDL1,Gene,NDL1,protein_coding,YLR254C
Chr12,670340,672823,gene-YLR263W,RED1,Gene,RED1,protein_coding,YLR263W
Chr12,675619,677724,gene-YLR266C,PDR8,Gene,PDR8,protein_coding,YLR266C
Chr12,681186,682238,gene-YLR270W,DCS1,Gene,DCS1,protein_coding,YLR270W
Chr12,694378,694800,gene-YLR275W,SMD2,Gene,SMD2,protein_coding,YLR275W
Chr12,695046,696830,gene-YLR276C,DBP9,Gene,DBP9,protein_coding,YLR276C
Chr12,718317,719462,gene-YLR291C,GCD7,Gene,GCD7,protein_coding,YLR291C
Chr12,745620,746525,gene-YLR307W,CDA1,Gene,CDA1,protein_coding,YLR307W
Chr12,746848,747111,gene-YLR307C-A,DPA10,Gene,DPA10,protein_coding,YLR307C-A
Chr12,747937,748875,gene-YLR308W,CDA2,Gene,CDA2,protein_coding,YLR308W
Chr12,752224,756993,gene-YLR310C,CDC25,Gene,CDC25,protein_coding,YLR310C
Chr12,762575,764137,gene-YLR314C,CDC3,Gene,CDC3,protein_coding,YLR314C
Chr12,765266,766358,gene-YLR316C,TAD3,Gene,TAD3,protein_coding,YLR316C
Chr12,769318,771684,gene-YLR319C,BUD6,Gene,BUD6,protein_coding,YLR319C
Chr12,790676,791806,gene-YLR332W,MID2,Gene,MID2,protein_coding,YLR332W
Chr12,799697,802396,gene-YLR336C,SGD1,Gene,SGD1,protein_coding,YLR336C
Chr12,826977,827873,gene-YLR348C,DIC1,Gene,DIC1,protein_coding,YLR348C
Chr12,834352,836163,gene-YLR353W,BUD8,Gene,BUD8,protein_coding,YLR353W
Chr12,844282,845730,gene-YLR359W,ADE13,Gene,ADE13,protein_coding,YLR359W
Chr12,847388,849124,gene-YLR361C,DCR2,Gene,DCR2,protein_coding,YLR361C
Chr12,852495,853151,gene-YLR363C,NMD4,Gene,NMD4,protein_coding,YLR363C
Chr12,857540,859336,gene-YLR368W,MDM30,Gene,MDM30,protein_coding,YLR368W
Chr12,868662,871367,gene-YLR373C,VID22,Gene,VID22,protein_coding,YLR373C
Chr12,919536,921596,gene-YLR399C,BDF1,Gene,BDF1,protein_coding,YLR399C
Chr12,922442,924448,gene-YLR401C,DUS3,Gene,DUS3,protein_coding,YLR401C
Chr12,929789,930892,gene-YLR405W,DUS4,Gene,DUS4,protein_coding,YLR405W
Chr12,956914,958095,gene-YLR418C,CDC73,Gene,CDC73,protein_coding,YLR418C
Chr12,965897,971695,gene-YLR422W,DCK1,Gene,DCK1,protein_coding,YLR422W
Chr12,987062,988113,gene-YLR426W,TDA5,Gene,TDA5,protein_coding,YLR426W
Chr12,1002557,1004128,gene-YLR432W,IMD3,Gene,IMD3,protein_coding,YLR432W
Chr12,1011622,1012023,gene-YLR437C,DIF1,Gene,DIF1,protein_coding,YLR437C
Chr12,1053629,1054543,gene-YLR455W,PDP3,Gene,PDP3,protein_coding,YLR455W
Chromosome, Start, End,  D, Name, gbkey, gene, gene_biotype, locus_tag
Chr13,28266,29807,gene-YML120C,NDI1,Gene,NDI1,protein_coding,YML120C
Chr13,44045,44791,gene-YML113W,DAT1,Gene,DAT1,protein_coding,YML113W
Chr13,51640,54468,gene-YML109W,ZDS2,Gene,ZDS2,protein_coding,YML109W
Chr13,58939,62322,gene-YML104C,MDM1,Gene,MDM1,protein_coding,YML104C
Chr13,81481,82113,gene-YML095C,RAD10,Gene,RAD10,protein_coding,YML095C
Chr13,91970,92027,gene-YNCM0003W,ZOD1,Gene,ZOD1,ncRNA,YNCM0003W
Chr13,104777,108532,gene-YML081W,TDA9,Gene,TDA9,protein_coding,YML081W
Chr13,108806,110077,gene-YML080W,DUS1,Gene,DUS1,protein_coding,YML080W
Chr13,133475,135229,gene-YML070W,DAK1,Gene,DAK1,protein_coding,YML070W
Chr13,162194,164176,gene-YML056C,IMD4,Gene,IMD4,protein_coding,YML056C
Chr13,202775,204103,gene-YML038C,YMD8,Gene,YMD8,protein_coding,YML038C
Chr13,206428,208860,gene-YML035C,AMD1,Gene,AMD1,protein_coding,YML035C
Chr13,212515,213930,gene-YML032C,RAD52,Gene,RAD52,protein_coding,YML032C
Chr13,214189,216156,gene-YML031W,NDC1,Gene,NDC1,protein_coding,YML031W
Chr13,246895,247428,gene-YML011C,RAD33,Gene,RAD33,protein_coding,YML011C
Chr13,269019,271136,gene-YMR001C,CDC5,Gene,CDC5,protein_coding,YMR001C
Chr13,284102,284641,gene-YMR009W,ADI1,Gene,ADI1,protein_coding,YMR009W
Chr13,298868,300427,gene-YMR014W,BUD22,Gene,BUD22,protein_coding,YMR014W
Chr13,413036,413473,gene-YMR074C,SDD2,Gene,SDD2,protein_coding,YMR074C
Chr13,416196,420029,gene-YMR076C,PDS5,Gene,PDS5,protein_coding,YMR076C
